#,Name,Start
M1,,0:01.310
M2,,0:02.145
M3,,0:02.923
M4,,0:03.772
M5,,0:04.608
M6,,0:05.443
M7,,0:06.235
M8,,0:07.027
M9,,0:07.833
M10,,0:08.668
M11,,0:09.446
M12,,0:10.267
M13,,0:11.059
